citation,document_number,end_page,executive_order_notes,executive_order_number,html_url,pdf_url,publication_date,signing_date,start_page,title
78 FR 70843, 2013-28581,70845,"See: EO 13663, March 20, 2014",13654,https://www.federalregister.gov/documents/2013/11/26/2013-28581/establishing-an-emergency-board-to-investigate-disputes-between-the-long-island-rail-road-company,https://www.gpo.gov/fdsys/pkg/FR-2013-11-26/pdf/2013-28581.pdf,11/26/2013,11/21/2013,70843,Establishing an Emergency Board To Investigate Disputes Between the Long Island Rail Road Company and Certain of Its Employees Represented by Certain Labor Organizations
78 FR 80451, 2013-31445,80462,"Supersedes: EO 13641, April 5, 2013; EO 13686, December 19, 2014",13655,https://www.federalregister.gov/documents/2013/12/31/2013-31445/adjustments-of-certain-rates-of-pay,https://www.gpo.gov/fdsys/pkg/FR-2013-12-31/pdf/2013-31445.pdf,12/31/2013,12/23/2013,80451,Adjustments of Certain Rates of Pay
79 FR 4261, 2014-01523,4264,"Amends: EO 12163, September 29, 1979",13656,https://www.federalregister.gov/documents/2014/01/24/2014-01523/establishment-of-afghanistan-and-pakistan-strategic-partnership-office-and-amendment-to-executive,https://www.gpo.gov/fdsys/pkg/FR-2014-01-24/pdf/2014-01523.pdf,01/24/2014,01/17/2014,4261,Establishment of Afghanistan and Pakistan Strategic Partnership Office and Amendment to Executive Order 12163
79 FR 8823, 2014-03474,8823,"",13657,https://www.federalregister.gov/documents/2014/02/14/2014-03474/changing-the-name-of-the-national-security-staff-to-the-national-security-council-staff,https://www.gpo.gov/fdsys/pkg/FR-2014-02-14/pdf/2014-03474.pdf,02/14/2014,02/10/2014,8823,Changing the Name of the National Security Staff to the National Security Council Staff
79 FR 9849, 2014-03805,9854,"See:   EO 13673, July 31, 2014",13658,https://www.federalregister.gov/documents/2014/02/20/2014-03805/establishing-a-minimum-wage-for-contractors,https://www.gpo.gov/fdsys/pkg/FR-2014-02-20/pdf/2014-03805.pdf,02/20/2014,02/12/2014,9849,Establishing a Minimum Wage for Contractors
79 FR 10655, 2014-04254,10660,"",13659,https://www.federalregister.gov/documents/2014/02/25/2014-04254/streamlining-the-exportimport-process-for-americas-businesses,https://www.gpo.gov/fdsys/pkg/FR-2014-02-25/pdf/2014-04254.pdf,02/25/2014,02/19/2014,10655,Streamlining the Export/Import Process for America's Businesses
79 FR 13491, 2014-05323,13495,"See: EO 13661, March 16, 2014; EO 13662, March 20, 2014; EO 13685, December 19, 2014 ",13660,https://www.federalregister.gov/documents/2014/03/10/2014-05323/blocking-property-of-certain-persons-contributing-to-the-situation-in-ukraine,https://www.gpo.gov/fdsys/pkg/FR-2014-03-10/pdf/2014-05323.pdf,03/10/2014,03/06/2014,13491,Blocking Property of Certain Persons Contributing to the Situation in Ukraine
79 FR 15533, 2014-06141,15538,"See: EO 13660, March 6, 2014; EO 13662, March 20, 2014; EO 13685, December 19, 2014",13661,https://www.federalregister.gov/documents/2014/03/19/2014-06141/blocking-property-of-additional-persons-contributing-to-the-situation-in-ukraine,https://www.gpo.gov/fdsys/pkg/FR-2014-03-19/pdf/2014-06141.pdf,03/19/2014,03/16/2014,15533,Blocking Property of Additional Persons Contributing to the Situation in Ukraine
79 FR 16167, 2014-06612,16171,"See: EO 13660, March 6, 2014; EO 13661, March 16, 2014; EO 13685, December 19, 2014",13662,https://www.federalregister.gov/documents/2014/03/24/2014-06612/blocking-property-of-additional-persons-contributing-to-the-situation-in-ukraine,https://www.gpo.gov/fdsys/pkg/FR-2014-03-24/pdf/2014-06612.pdf,03/24/2014,03/20/2014,16167,Blocking Property of Additional Persons Contributing to the Situation in Ukraine
79 FR 16645, 2014-06768,16649,"See: EO 13654, November 21, 2013",13663,https://www.federalregister.gov/documents/2014/03/25/2014-06768/establishing-an-emergency-board-to-investigate-disputes-between-the-long-island-rail-road-company,https://www.gpo.gov/fdsys/pkg/FR-2014-03-25/pdf/2014-06768.pdf,03/25/2014,03/20/2014,16645,Establishing an Emergency Board to Investigate Disputes Between the Long Island Rail Road Company and Certain of Its Employees Represented by Certain Labor Organizations
79 FR 19281, 2014-07895,19285,"",13664,https://www.federalregister.gov/documents/2014/04/07/2014-07895/blocking-property-of-certain-persons-with-respect-to-south-sudan,https://www.gpo.gov/fdsys/pkg/FR-2014-04-07/pdf/2014-07895.pdf,04/07/2014,04/03/2014,19281,Blocking Property of Certain Persons With Respect to South Sudan
79 FR 20749, 2014-08426,20750,"",13665,https://www.federalregister.gov/documents/2014/04/11/2014-08426/non-retaliation-for-disclosure-of-compensation-information,https://www.gpo.gov/fdsys/pkg/FR-2014-04-11/pdf/2014-08426.pdf,04/11/2014,04/08/2014,20749,Non-Retaliation for Disclosure of Compensation Information
79 FR 22591, 2014-09343,22591,"",13666,https://www.federalregister.gov/documents/2014/04/23/2014-09343/expanding-eligibility-for-the-defense-meritorious-service-medal,https://www.gpo.gov/fdsys/pkg/FR-2014-04-23/pdf/2014-09343.pdf,04/23/2014,04/18/2014,22591,Expanding Eligibility for the Defense Meritorious Service Medal
79 FR 28385, 2014-11442,28391,"",13667,https://www.federalregister.gov/documents/2014/05/15/2014-11442/blocking-property-of-certain-persons-contributing-to-the-conflict-in-the-central-african-republic,https://www.gpo.gov/fdsys/pkg/FR-2014-05-15/pdf/2014-11442.pdf,05/15/2014,05/12/2014,28385,Blocking Property of Certain Persons Contributing to the Conflict in the Central African Republic
79 FR 31019, 2014-12651,31020,"See: EO 13303, May 22, 2003; EO 13364, November 29, 2004; EO 13315, August 28, 2003",13668,https://www.federalregister.gov/documents/2014/05/29/2014-12651/ending-immunities-granted-to-the-development-fund-for-iraq-and-certain-other-iraqi-property-and,https://www.gpo.gov/fdsys/pkg/FR-2014-05-29/pdf/2014-12651.pdf,05/29/2014,05/27/2014,31019,"Ending Immunities Granted to the Development Fund for Iraq and Certain Other Iraqi Property and Interests in Property Pursuant to Executive Order 13303, as Amended"
79 FR 34999, 2014-14429,35027,"Amends: EO 12473, April 13, 1984",13669,https://www.federalregister.gov/documents/2014/06/18/2014-14429/2014-amendments-to-the-manual-for-courts-martial-united-states,https://www.gpo.gov/fdsys/pkg/FR-2014-06-18/pdf/2014-14429.pdf,06/18/2014,06/13/2014,34999,"2014 Amendments to the Manual for Courts-Martial, United States"
79 FR 35029, 2014-14432,35031,"",13670,https://www.federalregister.gov/documents/2014/06/18/2014-14432/establishing-an-emergency-board-to-investigate-disputes-between-the-southeastern-pennsylvania,https://www.gpo.gov/fdsys/pkg/FR-2014-06-18/pdf/2014-14432.pdf,06/18/2014,06/14/2014,35029,Establishing an Emergency Board To Investigate Disputes Between the Southeastern Pennsylvania Transportation Authority and Certain of Its Employees Represented by Certain Labor Organizations
79 FR 39947, 2014-16360,39951,"Amends: EO 13413, October 27, 2006",13671,https://www.federalregister.gov/documents/2014/07/10/2014-16360/taking-additional-steps-to-address-the-national-emergency-with-respect-to-the-conflict-in-the,https://www.gpo.gov/fdsys/pkg/FR-2014-07-10/pdf/2014-16360.pdf,07/10/2014,07/08/2014,39947,Taking Additional Steps to Address the National Emergency With Respect to the Conflict in the Democratic Republic of the Congo
79 FR 42971, 2014-17522,42972,"Amends: EO 11246, September 24, 1965; EO 11478, August 8, 1969",13672,https://www.federalregister.gov/documents/2014/07/23/2014-17522/further-amendments-to-executive-order-11478-equal-employment-opportunity-in-the-federal-government,https://www.gpo.gov/fdsys/pkg/FR-2014-07-23/pdf/2014-17522.pdf,07/23/2014,07/21/2014,42971,"Further Amendments to Executive Order 11478, Equal Employment Opportunity in the Federal Government, and Executive Order 11246, Equal Employment Opportunity"
79 FR 45309, 2014-18561,45315,"See: EO 11246, September 24, 1965; EO 13658, February 12, 2014; EO 13683, December 11, 2014; EO 13738, August 23, 2016",13673,https://www.federalregister.gov/documents/2014/08/05/2014-18561/fair-pay-and-safe-workplaces,https://www.gpo.gov/fdsys/pkg/FR-2014-08-05/pdf/2014-18561.pdf,08/05/2014,07/31/2014,45309,Fair Pay and Safe Workplaces
79 FR 45671, 2014-18682,45671,"",13674,https://www.federalregister.gov/documents/2014/08/06/2014-18682/revised-list-of-quarantinable-communicable-diseases,https://www.gpo.gov/fdsys/pkg/FR-2014-08-06/pdf/2014-18682.pdf,08/06/2014,07/31/2014,45671,Revised List of Quarantinable Communicable Diseases
79 FR 46659, 2014-18998,46663,"See: EO 12870, September 30, 1993,
Continued by: EO 13708, September 30, 2015
Amended by: EO 13734, August 3, 2016",13675,https://www.federalregister.gov/documents/2014/08/08/2014-18998/establishing-the-presidents-advisory-council-on-doing-business-in-africa,https://www.gpo.gov/fdsys/pkg/FR-2014-08-08/pdf/2014-18998.pdf,08/08/2014,08/05/2014,46659,Establishing the President's Advisory Council on Doing Business in Africa
79 FR 56931, 2014-22805,56935,"Continued by: EO 13708, September 30, 2015",13676,https://www.federalregister.gov/documents/2014/09/23/2014-22805/combating-antibiotic-resistant-bacteria,https://www.gpo.gov/fdsys/pkg/FR-2014-09-23/pdf/2014-22805.pdf,09/23/2014,09/18/2014,56931,Combating Antibiotic-Resistant Bacteria
79 FR 58229, 2014-23228,58236,"Amended by: EO 13693, March 19, 2015
See: EO 13514, October 5, 2009; EO 13653, November 1, 2013",13677,https://www.federalregister.gov/documents/2014/09/26/2014-23228/climate-resilient-international-development,https://www.gpo.gov/fdsys/pkg/FR-2014-09-26/pdf/2014-23228.pdf,09/26/2014,09/23/2014,58229,Climate-Resilient International Development
79 FR 60949, 2014-24218,60950,"",13678,https://www.federalregister.gov/documents/2014/10/08/2014-24218/conversion-authority-for-criminal-investigators-special-agents-of-the-bureau-of-alcohol-tobacco,https://www.gpo.gov/fdsys/pkg/FR-2014-10-08/pdf/2014-24218.pdf,10/08/2014,10/03/2014,60949,"Conversion Authority for Criminal Investigators (Special Agents) of the Bureau of Alcohol, Tobacco, Firearms, and Explosives"
79 FR 62323, 2014-24851,62324," EO 13679, October 10, 2014",13679,https://www.federalregister.gov/documents/2014/10/17/2014-24851/establishing-an-emergency-board-to-investigate-a-dispute-between-the-southeastern-pennsylvania,https://www.gpo.gov/fdsys/pkg/FR-2014-10-17/pdf/2014-24851.pdf,10/17/2014,10/10/2014,62323,Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Its Locomotive Engineers Represented by the Brotherhood of Locomotive Engineers and Trainmen
79 FR 63287, 2014-25292,63287,"",13680,https://www.federalregister.gov/documents/2014/10/23/2014-25292/ordering-the-selected-reserve-and-certain-individual-ready-reserve-members-of-the-armed-forces-to,https://www.gpo.gov/fdsys/pkg/FR-2014-10-23/pdf/2014-25292.pdf,10/23/2014,10/16/2014,63287,Ordering the Selected Reserve and Certain Individual Ready Reserve Members of the Armed Forces to Active Duty
79 FR 63489, 2014-25439,63493,"",13681,https://www.federalregister.gov/documents/2014/10/23/2014-25439/improving-the-security-of-consumer-financial-transactions,https://www.gpo.gov/fdsys/pkg/FR-2014-10-23/pdf/2014-25439.pdf,10/23/2014,10/17/2014,63489,Improving the Security of Consumer Financial Transactions
79 FR 73457, 2014-29121,73460,"",13682,https://www.federalregister.gov/documents/2014/12/10/2014-29121/closing-of-executive-departments-and-agencies-of-the-federal-government-on-friday-december-26-2014,https://www.gpo.gov/fdsys/pkg/FR-2014-12-10/pdf/2014-29121.pdf,12/10/2014,12/05/2014,73457,"Closing of Executive Departments and Agencies of the Federal Government on Friday, December 26, 2014"
79 FR 75039, 2014-29625,75042,"Amends: EO 11030, June 19, 1962; EO 13653, November 1, 2013; EO 13673, July 31, 2014;
 See: EO 13653, November 1, 2013",13683,https://www.federalregister.gov/documents/2014/12/16/2014-29625/amendments-to-executive-orders-11030-13653-and-13673,https://www.gpo.gov/fdsys/pkg/FR-2014-12-16/pdf/2014-29625.pdf,12/16/2014,12/11/2014,75039,"Amendments to Executive Orders 11030, 13653, and 13673"
79 FR 76865, 2014-30195,76866,"",13684,https://www.federalregister.gov/documents/2014/12/23/2014-30195/establishment-of-the-presidents-task-force-on-21st-century-policing,https://www.gpo.gov/fdsys/pkg/FR-2014-12-23/pdf/2014-30195.pdf,12/23/2014,12/18/2014,76865,Establishment of the President's Task Force on 21st Century Policing
79 FR 77357, 2014-30323,77359,"See: EO 13660, March 6, 2014; EO 13661, March 16, 2014; EO 13662, March 20, 2014",13685,https://www.federalregister.gov/documents/2014/12/24/2014-30323/blocking-property-of-certain-persons-and-prohibiting-certain-transactions-with-respect-to-the-crimea,https://www.gpo.gov/fdsys/pkg/FR-2014-12-24/pdf/2014-30323.pdf,12/24/2014,12/19/2014,77357,Blocking Property of Certain Persons and Prohibiting Certain Transactions With Respect to the Crimea Region of Ukraine
79 FR 77361, 2014-30363,77372,"Supersedes: EO 13655, December 23, 2013
Superseded by: EO 13715, December 18, 2015",13686,https://www.federalregister.gov/documents/2014/12/24/2014-30363/adjustments-of-certain-rates-of-pay,https://www.gpo.gov/fdsys/pkg/FR-2014-12-24/pdf/2014-30363.pdf,12/24/2014,12/19/2014,77361,Adjustments of Certain Rates of Pay
80 FR 817, 2015-00058,821,"See: EO 13466, June 26, 2008; EO 13551, August 30, 2010; EO 13570, April 18, 2011",13687,https://www.federalregister.gov/documents/2015/01/06/2015-00058/imposing-additional-sanctions-with-respect-to-north-korea,https://www.gpo.gov/fdsys/pkg/FR-2015-01-06/pdf/2015-00058.pdf,01/06/2015,01/02/2015,817,Imposing Additional Sanctions With Respect To North Korea
80 FR 3451, 2015-01255,3453,"",13688,https://www.federalregister.gov/documents/2015/01/22/2015-01255/federal-support-for-local-law-enforcement-equipment-acquisition,https://www.gpo.gov/fdsys/pkg/FR-2015-01-22/pdf/2015-01255.pdf,01/22/2015,01/16/2015,3451,Federal Support for Local Law Enforcement Equipment Acquisition
80 FR 4189, 2015-01522,4194,"",13689,https://www.federalregister.gov/documents/2015/01/26/2015-01522/enhancing-coordination-of-national-efforts-in-the-arctic,https://www.gpo.gov/fdsys/pkg/FR-2015-01-26/pdf/2015-01522.pdf,01/26/2015,01/21/2015,4189,Enhancing Coordination of National Efforts in the Arctic
80 FR 6425, 2015-02379,6428,"",13690,https://www.federalregister.gov/documents/2015/02/04/2015-02379/establishing-a-federal-flood-risk-management-standard-and-a-process-for-further-soliciting-and,https://www.gpo.gov/fdsys/pkg/FR-2015-02-04/pdf/2015-02379.pdf,02/04/2015,01/30/2015,6425,Establishing a Federal Flood Risk Management Standard and a Process for Further Soliciting and Considering Stakeholder Input
80 FR 9347, 2015-03714,9353,"Amends: EO 12829, January 6, 1993
See: EO 13549, August 18, 2010",13691,https://www.federalregister.gov/documents/2015/02/20/2015-03714/promoting-private-sector-cybersecurity-information-sharing,https://www.gpo.gov/fdsys/pkg/FR-2015-02-20/pdf/2015-03714.pdf,02/20/2015,02/13/2015,9347,Promoting Private Sector Cybersecurity Information Sharing
80 FR 12747, 2015-05677,12751,"",13692,https://www.federalregister.gov/documents/2015/03/11/2015-05677/blocking-property-and-suspending-entry-of-certain-persons-contributing-to-the-situation-in-venezuela,https://www.gpo.gov/fdsys/pkg/FR-2015-03-11/pdf/2015-05677.pdf,03/11/2015,03/08/2015,12747,Blocking Property and Suspending Entry of Certain Persons Contributing to the Situation in Venezuela
80 FR 15869, 2015-07016,15884,"Amends: EO 13327, February 4, 2004; EO 13432, May 14, 2007; EO 13653, November 1, 2013; EO 13677, September 23, 2014
Revokes: EO 13423, January 24, 2007; EO 13514, October 5, 2009; Memorandum of May 24, 2011; Memorandum of December 2, 2011; Memorandum of February 21, 2012; Memorandum of December 5, 2013",13693,https://www.federalregister.gov/documents/2015/03/25/2015-07016/planning-for-federal-sustainability-in-the-next-decade,https://www.gpo.gov/fdsys/pkg/FR-2015-03-25/pdf/2015-07016.pdf,03/25/2015,03/19/2015,15869,Planning for Federal Sustainability in the Next Decade
80 FR 18077, 2015-07788,18079,"See: Proc. 8693, July 24, 2011
Amended by: EO 13757, December 28, 2016",13694,https://www.federalregister.gov/documents/2015/04/02/2015-07788/blocking-the-property-of-certain-persons-engaging-in-significant-malicious-cyber-enabled-activities,https://www.gpo.gov/fdsys/pkg/FR-2015-04-02/pdf/2015-07788.pdf,04/02/2015,04/01/2015,18077,Blocking the Property of Certain Persons Engaging in Significant Malicious Cyber-Enabled Activities
80 FR 30331, 2015-13055,30331,"Revokes: EO 13617, June 25, 2012",13695,https://www.federalregister.gov/documents/2015/05/28/2015-13055/termination-of-emergency-with-respect-to-the-risk-of-nuclear-proliferation-created-by-the,https://www.gpo.gov/fdsys/pkg/FR-2015-05-28/pdf/2015-13055.pdf,05/28/2015,05/26/2015,30331,Termination of Emergency With Respect to the Risk of Nuclear Proliferation Created by the Accumulation of a Large Volume of Weapons-Usable Fissile Material in the Territory of the Russian Federation
80 FR 35781, 2015-15495,35828,"See: EO 12473, April 13, 1984",13696,https://www.federalregister.gov/documents/2015/06/22/2015-15495/2015-amendments-to-the-manual-for-courts-martial-united-states,https://www.gpo.gov/fdsys/pkg/FR-2015-06-22/pdf/2015-15495.pdf,06/22/2015,06/17/2015,35781,"2015 Amendments to the Manual for Courts-Martial, United States"
80 FR 36689, 2015-15828,36691,"Amends: EO 11155, May 23, 1964",13697,https://www.federalregister.gov/documents/2015/06/25/2015-15828/amendment-to-executive-order-11155-awards-for-special-capability-in-career-and-technical-education,https://www.gpo.gov/fdsys/pkg/FR-2015-06-25/pdf/2015-15828.pdf,06/25/2015,06/22/2015,36689,"Amendment to Executive Order 11155, Awards for Special Capability in Career and Technical Education"
80 FR 37129, 2015-16122,37134,"",13698,https://www.federalregister.gov/documents/2015/06/29/2015-16122/hostage-recovery-activities,https://www.gpo.gov/fdsys/pkg/FR-2015-06-29/pdf/2015-16122.pdf,06/29/2015,06/24/2015,37129,Hostage Recovery Activities
80 FR 37529, 2015-16334,37530,"See: EO 13179, December 7, 2000",13699,https://www.federalregister.gov/documents/2015/07/01/2015-16334/establishing-the-advisory-board-on-toxic-substances-and-worker-health,https://www.gpo.gov/fdsys/pkg/FR-2015-07-01/pdf/2015-16334.pdf,07/01/2015,06/26/2015,37529,Establishing the Advisory Board on Toxic Substances and Worker Health
80 FR 43003, 2015-17926,43005,"See: EO 13711, November 12, 2015",13700,https://www.federalregister.gov/documents/2015/07/20/2015-17926/establishing-an-emergency-board-to-investigate-disputes-between-new-jersey-transit-rail-and-certain,https://www.gpo.gov/fdsys/pkg/FR-2015-07-20/pdf/2015-17926.pdf,07/20/2015,07/15/2015,43003,Establishing an Emergency Board To Investigate Disputes Between New Jersey Transit Rail and Certain of Its Employees Represented by Certain Labor Organizations
80 FR 43901, 2015-18292,43905,"",13701,https://www.federalregister.gov/documents/2015/07/23/2015-18292/delegation-of-certain-authorities-and-assignment-of-certain-functions-under-the-bipartisan,https://www.gpo.gov/fdsys/pkg/FR-2015-07-23/pdf/2015-18292.pdf,07/23/2015,07/17/2015,43901,Delegation of Certain Authorities and Assignment of Certain Functions Under the Bipartisan Congressional Trade Priorities and Accountability Act of 2015
80 FR 46177, 2015-19183,46180,"See: EO 12881, November 23, 1993",13702,https://www.federalregister.gov/documents/2015/08/03/2015-19183/creating-a-national-strategic-computing-initiative,https://www.gpo.gov/fdsys/pkg/FR-2015-08-03/pdf/2015-19183.pdf,08/03/2015,07/29/2015,46177,Creating a National Strategic Computing Initiative
80 FR 46181, 2015-19209,46184,"See: EO 12963, June 14, 1995; EO 13649, July 15, 2013",13703,https://www.federalregister.gov/documents/2015/08/04/2015-19209/implementing-the-national-hivaids-strategy-for-the-united-states-for-2015-2020,https://www.gpo.gov/fdsys/pkg/FR-2015-08-04/pdf/2015-19209.pdf,08/04/2015,07/30/2015,46181,Implementing the National HIV/AIDS Strategy for the United States for 2015-2020
80 FR 50749, 2015-20801,50753,"",13704,https://www.federalregister.gov/documents/2015/08/20/2015-20801/presidential-innovation-fellows-program,https://www.gpo.gov/fdsys/pkg/FR-2015-08-20/pdf/2015-20801.pdf,08/20/2015,08/17/2015,50749,Presidential Innovation Fellows Program
80 FR 54403, 2015-22888,54406,"",13705,https://www.federalregister.gov/documents/2015/09/09/2015-22888/designating-the-international-renewable-energy-agency-as-a-public-international-organization,https://www.gpo.gov/fdsys/pkg/FR-2015-09-09/pdf/2015-22888.pdf,09/09/2015,09/03/2015,54403,"Designating the International Renewable Energy Agency as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities"
80 FR 54697, 2015-22998,54700,"",13706,https://www.federalregister.gov/documents/2015/09/10/2015-22998/establishing-paid-sick-leave-for-federal-contractors,https://www.gpo.gov/fdsys/pkg/FR-2015-09-10/pdf/2015-22998.pdf,09/10/2015,09/07/2015,54697,Establishing Paid Sick Leave for Federal Contractors
80 FR 56365, 2015-23630,56367,"See: EO 13563, January 18, 2011; EO 13610, May 10, 2012",13707,https://www.federalregister.gov/documents/2015/09/18/2015-23630/using-behavioral-science-insights-to-better-serve-the-american-people,https://www.gpo.gov/fdsys/pkg/FR-2015-09-18/pdf/2015-23630.pdf,09/18/2015,09/15/2015,56365,Using Behavioral Science Insights To Better Serve the American People
80 FR 60271, 2015-25489,60273,"Amends: EO 12829, January 6, 1993
Supersedes in part; EO 13652, September 30, 2013
Continues: EO 11145, March 7, 1964; EO 11183, October 3, 1964; EO 11287, June 28, 1966; EO 11612, July 26, 1971; EO 12216, June 18, 1980; EO 12367, June 15, 1982; EO 12382, September 13, 1982; EO 12829, January 6, 1993; EO 12905, March 25, 1994; EO 12915, May 13, 1994; EO 12916, May 13, 1994; EO 12963, June 14, 1995; EO 12994, March 21, 1996; EO 13112, February 3, 1999; EO 13158, May 26, 2000; EO 13179, December 7, 2000; EO 13231, October 16, 2001; EO 13265, June 6, 2002; EO 13498, February 5, 2009; EO 13515, October 14, 2009; EO 13521, November 24, 2009; EO 13522, December 9, 2009; EO 13532, February 26, 2010; EO 13538, April 19, 2010; EO 13539, April 21, 2010; EO 13540, April 26, 2010; EO 13544, June 10, 2010; EO 13549, August 18, 2010; EO 13555, October 19, 2010; EO 13600, February 9, 2012; EO 13621, July 26, 2012; EO 13648, July 1, 2013; EO 13675, August 5, 2014; EO 13676, September 18, 2014; Proc. 8967, April 30, 2013 (80 FR 60271)
",13708,https://www.federalregister.gov/documents/2015/10/05/2015-25489/continuance-or-reestablishment-of-certain-federal-advisory-committees,https://www.gpo.gov/fdsys/pkg/FR-2015-10-05/pdf/2015-25489.pdf,10/05/2015,09/30/2015,60271,Continuance or Reestablishment of Certain Federal Advisory Committees
80 FR 60793, 2015-25744,60794,"Amends: EO 10431, January 19, 1953
Supersedes in part: EO 10431, January 19, 1953",13709,https://www.federalregister.gov/documents/2015/10/07/2015-25744/national-security-medal,https://www.gpo.gov/fdsys/pkg/FR-2015-10-07/pdf/2015-25744.pdf,10/07/2015,10/02/2015,60793,National Security Medal
80 FR 71677, 2015-29403,71680,"Revokes: EO 13348, July 22, 2004",13710,https://www.federalregister.gov/documents/2015/11/16/2015-29403/termination-of-emergency-with-respect-to-the-actions-and-policies-of-former-liberian-president,https://www.gpo.gov/fdsys/pkg/FR-2015-11-16/pdf/2015-29403.pdf,11/16/2015,11/12/2015,71677,Termination of Emergency With Respect to the Actions and Policies of Former Liberian President Charles Taylor
80 FR 71921, 2015-29498,71925,"See: EO 13700, July 15, 2015",13711,https://www.federalregister.gov/documents/2015/11/17/2015-29498/establishing-an-emergency-board-to-investigate-disputes-between-new-jersey-transit-rail-and-certain,https://www.gpo.gov/fdsys/pkg/FR-2015-11-17/pdf/2015-29498.pdf,11/17/2015,11/12/2015,71921,Establishing an Emergency Board To Investigate Disputes Between New Jersey Transit Rail and Certain of Its Employees Represented by Certain Labor Organizations
80 FR 73633, 2015-30191,73636,"See: Proc. 8693, July 24, 2011 (76 FR 44751)",13712,https://www.federalregister.gov/documents/2015/11/25/2015-30191/blocking-property-of-certain-persons-contributing-to-the-situation-in-burundi,https://www.gpo.gov/fdsys/pkg/FR-2015-11-25/pdf/2015-30191.pdf,11/25/2015,11/22/2015,73633,Blocking Property of Certain Persons Contributing to the Situation in Burundi
80 FR 78117, 2015-31749,78118,"See: EO 11582, February 11, 1971",13713,https://www.federalregister.gov/documents/2015/12/16/2015-31749/half-day-closing-of-executive-departments-and-agencies-of-the-federal-government-on-thursday,https://www.gpo.gov/fdsys/pkg/FR-2015-12-16/pdf/2015-31749.pdf,12/16/2015,12/11/2015,78117,"Half-Day Closing of Executive Departments and Agencies of the Federal Government on Thursday, December 24, 2015"
80 FR 79223, 2015-32060,79229,"See: EO 13583, August 18, 2011",13714,https://www.federalregister.gov/documents/2015/12/18/2015-32060/strengthening-the-senior-executive-service,https://www.gpo.gov/fdsys/pkg/FR-2015-12-18/pdf/2015-32060.pdf,12/18/2015,12/15/2015,79223,Strengthening the Senior Executive Service
80 FR 80193, 2015-32582,80206,"Supersedes: EO 13686, December 19, 2014
Superseded by: EO 13756, December 27, 2016",13715,https://www.federalregister.gov/documents/2015/12/23/2015-32582/adjustments-of-certain-rates-of-pay,https://www.gpo.gov/fdsys/pkg/FR-2015-12-23/pdf/2015-32582.pdf,12/23/2015,12/18/2015,80193,Adjustments of Certain Rates of Pay
81 FR 3693, 2016-01325,3698,"Amends: EO 13628, October 9, 2012
Revokes: EO 13574, May 23, 2011; EO 13590, November 20, 2011; EO 13622, July 30, 2012; EO 13645, June 3, 2013",13716,https://www.federalregister.gov/documents/2016/01/21/2016-01325/revocation-of-executive-orders-13574-13590-13622-and-13645-with-respect-to-iran-amendment-of,https://www.gpo.gov/fdsys/pkg/FR-2016-01-21/pdf/2016-01325.pdf,01/21/2016,01/16/2016,3693,"Revocation of Executive Orders 13574, 13590, 13622, and 13645 With Respect to Iran, Amendment of Executive Order 13628 With Respect to Iran, and Provision of Implementation Authorities for Aspects of Certain Statutory Sanctions Outside the Scope of U.S. Commitments Under the Joint Comprehensive Plan of Action of July 14, 2015"
81 FR 6405, 2016-02475,6410,"Revokes: EO 12699, January 5, 1990; EO 12941, December 1, 1994",13717,https://www.federalregister.gov/documents/2016/02/05/2016-02475/establishing-a-federal-earthquake-risk-management-standard,https://www.gpo.gov/fdsys/pkg/FR-2016-02-05/pdf/2016-02475.pdf,02/05/2016,02/02/2016,6405,Establishing a Federal Earthquake Risk Management Standard
81 FR 7441, 2016-03038,7444,"",13718,https://www.federalregister.gov/documents/2016/02/12/2016-03038/commission-on-enhancing-national-cybersecurity,https://www.gpo.gov/fdsys/pkg/FR-2016-02-12/pdf/2016-03038.pdf,02/12/2016,02/09/2016,7441,Commission on Enhancing National Cybersecurity
81 FR 7685, 2016-03141,7689,"",13719,https://www.federalregister.gov/documents/2016/02/12/2016-03141/establishment-of-the-federal-privacy-council,https://www.gpo.gov/fdsys/pkg/FR-2016-02-12/pdf/2016-03141.pdf,02/12/2016,02/09/2016,7685,Establishment of the Federal Privacy Council
81 FR 11087, 2016-04770,11090,"",13720,https://www.federalregister.gov/documents/2016/03/02/2016-04770/delegation-of-certain-authorities-and-assignment-of-certain-functions-under-the-trade-preferences,https://www.gpo.gov/fdsys/pkg/FR-2016-03-02/pdf/2016-04770.pdf,03/02/2016,02/26/2016,11087,Delegation of Certain Authorities and Assignment of Certain Functions Under the Trade Preferences Extension Act of 2015
81 FR 14685, 2016-06250,14688,"Revokes: EO 13584, September 9, 2011",13721,https://www.federalregister.gov/documents/2016/03/17/2016-06250/developing-an-integrated-global-engagement-center-to-support-government-wide-counterterrorism,https://www.gpo.gov/fdsys/pkg/FR-2016-03-17/pdf/2016-06250.pdf,03/17/2016,03/14/2016,14685,Developing an Integrated Global Engagement Center To Support Government-wide Counterterrorism Communications Activities Directed Abroad and Revoking Executive Order 13584
